"","BRZ_1503","BRZ_1511","KEY_1411","MRT_1350","PNS_833","PR_979","SCA_933","TX_1146","VZ_999"
"BRZ_1503",0,56.2327344613438,65.1607361069533,34.1782004353652,64.3457546152036,41.0703704633888,59.3694278564313,70.2025111872788,36.6838528101943
"BRZ_1511",56.2327344613438,0,9.01962111177627,22.2935113878456,8.16278641151415,15.6076220161817,8.04223034984699,14.8605047693542,19.8640970597709
"KEY_1411",65.1607361069533,9.01962111177627,0,31.3080921967468,2.47826249618559,24.6200121852123,10.9438842281888,6.45017371859083,28.610231124547
"MRT_1350",34.1782004353652,22.2935113878456,31.3080921967468,0,30.2954809171269,6.89294835320852,25.3082664953568,36.8136552925677,5.928935317576
"PNS_833",64.3457546152036,8.16278641151415,2.47826249618559,30.2954809171269,0,23.493073128052,8.58732234168486,8.69410397913436,28.0250040142727
"PR_979",41.0703704633888,15.6076220161817,24.6200121852123,6.89294835320852,23.493073128052,0,18.4729261894265,30.3356562645346,7.43034487759485
"SCA_933",59.3694278564313,8.04223034984699,10.9438842281888,25.3082664953568,8.58732234168486,18.4729261894265,0,17.2808270924745,24.6296716380873
"TX_1146",70.2025111872788,14.8605047693542,6.45017371859083,36.8136552925677,8.69410397913436,30.3356562645346,17.2808270924745,0,33.5190160058436
"VZ_999",36.6838528101943,19.8640970597709,28.610231124547,5.928935317576,28.0250040142727,7.43034487759485,24.6296716380873,33.5190160058436,0
